CLASS,HEX ID,IMAGES PER CELL,MEAN LATITUDE,MEAN LONGITUDE
851,889c,2339,30.365491425822935,-88.78973303762278
852,488d,3214,57.39498142563784,-6.407765651213436
853,80c8c47,1409,36.13463631227811,-115.15560698580524
854,80c2c64,4186,34.05212998208297,-118.24142726636451
855,4684,4007,63.44323371449956,25.712629059146543
856,487b1,2075,53.506105367228834,-2.6821954486746917
857,0d63c,2359,38.12822388766428,-0.9094406990250136
858,0d494,3054,43.397392762278926,-3.9522892812704775
859,957,1101,-34.71212179019067,-54.55037112261589
860,88e75,309,28.552677941747557,-80.99839695792882
861,357c9,2476,37.56988333158329,126.8907384814218
862,47864,2367,45.67853865188002,8.500464023658635
863,4765,4101,45.88274653157758,15.18684707778582
864,85c4,2390,17.791325810041872,-96.6186341623429
865,3401,4301,22.20588437200646,113.69387604859216
866,474c,2848,46.230325741221996,23.944219650983136
867,8843,2768,37.96718137283245,-84.46692564197944
868,89e24,1653,43.0760378118572,-71.48563438233522
869,89b7b84,3847,38.89347049649074,-76.99837062308293
870,8e9,3711,11.49741618755053,-69.49636399676628
871,14cab99,1275,41.01020403843139,28.968617986666573
872,14a7,830,39.39713603493976,23.310057709638563
873,4879b,1097,53.216049211485895,-1.0599827666362795
874,8857,3201,35.157525601062126,-81.13244399968775
875,88d9b7,1919,25.76372033246479,-80.21856973944757
876,465b,1571,58.206779676639144,13.890425290260977
877,80cb,2354,37.230223034834424,-113.08606208538654
878,6b7,2695,-32.84629629758812,151.80268146233797
879,47e664,2772,48.89889030122637,2.232899329365071
880,531,3255,51.55228660614438,-106.61378719784898
881,476b,1183,47.81838705832629,18.371662589180026
882,47869,2518,45.73152595830026,9.01377755599681
883,0d0c4,1423,36.136798890372454,-5.961400260014051
884,89c2583,201,40.76926118905474,-74.01598274626863
885,485f,2091,54.64997868531791,-7.930876071736
886,808fb5,1181,37.325999841659566,-122.03169410838265
887,95bccd,53,-34.710919471698105,-58.408099811320724
888,487604d5,1121,51.512357496877726,-0.13809839339875102
889,882d,3626,43.036555710148846,-79.94302347159412
890,479fc,828,49.02954929227053,12.077333888888889
891,476d0794,1413,48.20728744090584,16.35907353503182
892,535c,1749,46.54461316580911,-113.70569516638052
893,477b4,3528,45.66501777579362,13.753379548469468
894,89d4cb4,4773,43.65261753614069,-79.37020202849389
895,89c6c7c,1990,39.969537285427116,-75.17961895678397
896,47e671e4,4581,48.852477224186934,2.348853288583261
897,47e5,4014,48.24592541978089,2.0964482102640836
898,477a4,1754,46.27809670125416,13.373418978335256
899,151f,1948,33.73531024794659,35.58448628747443
900,88354,947,39.76024055015843,-79.75825291446675
901,477eb1f,229,45.448670026200816,12.339447117903934
902,87f65,606,44.47391341584162,-93.16651297194716
903,880e2c4,1056,41.84295821117424,-87.63448759280313
904,89c6c65,1466,39.95224361255102,-75.18843430422922
905,88e7c,2542,28.489844322187295,-81.6273736254912
906,80dd2c,1432,33.83166325837978,-118.01659610614541
907,87c04,705,39.45494792056737,-94.6690944851064
908,31da1f,235,1.2412505361702129,103.83560786382985
909,12a44,2867,41.52359821450999,1.622033243111262
910,808f9c,2730,37.55073265641045,-122.30212230292966
911,883b4,4400,42.29378061863654,-83.14771597113642
912,89b7c9,3872,38.951351146436075,-77.05007799018554
913,47be4,1878,50.231472246538985,7.369384118743343
914,47bf3c,351,50.91937996011401,6.834096150997145
915,48761cb4,3100,51.520975500000105,-0.07611888548387098
916,149f,1050,37.38865884095233,23.058993722857135
917,882b35c,1100,43.64027322999996,-79.44620797545447
918,872b5,911,33.59204522722274,-112.33228737431378
919,47e6704,3565,48.845895628330936,2.298537715568045
920,89c2589c,810,40.78607106049387,-73.96545867037045
921,47d86c,310,52.26308765483866,0.2765165354838707
922,5499,1999,46.61407638569289,-119.66908245772859
923,89c2593,961,40.742077880333035,-73.94988658896985
924,89e1,3993,43.005118787127444,-72.6755244820935
925,4741df,378,47.507742505291084,18.996428976190472
926,882b37,648,43.64399502623461,-79.49655517901247
927,47b18f7,1569,53.550716966857934,9.959622045251734
928,3468c,4455,24.016443244893463,121.2830966096519
929,12cf,2742,43.450083267687816,6.850691431072177
930,4887c79c,2517,55.94777234167667,-3.197381409614606
931,56d,4633,61.32844040880634,-149.93738351392162
932,80858094,1441,37.786483357390615,-122.41859077307399
933,31cc3,2758,3.156638949238594,101.72233938614876
934,808fac,489,37.3033817464213,-122.22905714723917
935,60185c,3277,35.46794797894431,139.63345552517507
936,4875d,3142,51.239416942075096,-0.5621259522597059
937,89c259ab,1471,40.75376535214152,-73.9854368409247
938,4d5,4771,46.340019960804625,-87.34099873632344
939,47814,2505,45.57731353013967,9.855085196007972
940,47a84e1,2676,52.5250689600149,13.416362159192841
941,87c0d,390,38.83140087435906,-94.57526075128187
942,487604b4,3212,51.50883300622658,-0.11379880666251573
943,80db4,2844,33.85065807841084,-116.71357318846694
944,3a5,3389,12.789862994688642,80.12170157244057
945,47c609b4,1088,52.37968924540439,4.9005416534926525
946,2e6b,473,-6.096394636363639,106.77306379915427
947,89c259a9,2370,40.748520989029466,-73.98600630295316
948,47d85,652,52.21826001380368,0.6436389141104295
949,47e66ffc,521,48.862200168905986,2.287498445297503
950,488f4,2292,57.332242209423995,-4.279955795811509
951,8851,2036,36.18435973280944,-81.64420119056959
952,537c,2492,50.396417802166866,-118.51826392375614
953,5485b,754,48.79481778514585,-122.44512020159146
954,8620a5,2378,29.943880374684618,-90.09758196509684
955,80c2bf4,4025,34.10453269565214,-118.32749359354007
956,86454,436,31.026515649082587,-97.58292990825683
957,0d3f,3461,40.610803597803994,-5.7053970941924685
958,4873f,1851,51.1340058525122,-1.7712726547812048
959,47c3f,4860,51.16574204711946,4.427848894650228
960,887c,2976,35.69280074563189,-89.21299490322563
961,808e7,1876,36.95919657356059,-122.02420659914716
962,54906ab3,2626,47.60895469725816,-122.34019222848409
963,8869,4412,38.18885690503192,-85.69873025407973
964,880f9,1100,42.396592318181824,-87.98483462909094
965,3404007,3996,22.280755103603607,114.15622598923933
966,009b,3670,-22.97883365340593,-43.24576796403273
967,47c435,2422,51.91655140586271,4.458017056564829
968,0d4224,4979,40.39853441494283,-3.6925651458124245
969,54906abc,1270,47.60113990393742,-122.3287207338581
970,9662cc,3441,-33.42447002964257,-70.58940409270558
971,3442b4,1240,25.214729651612878,121.52711292338687
972,47bf24c,243,50.922500213991775,6.926555827160496
973,47bfc,1236,50.19546949110026,6.6497491116504825
974,132f619,825,41.89258953212114,12.515492773333346
975,808f7e2c,1067,37.771396089971915,-122.40768008060012
976,8c2c,3246,10.502595444547165,-66.73582789248299
977,2bc,1587,-26.3425415538752,115.58940049905439
978,48718d,3359,51.45336823608201,-2.61381062548377
979,4651,1715,56.788497109037955,12.95834496734691
980,89d4dc,888,43.81569034234242,-79.16514836599121
981,471d,317,53.05048022712938,19.785709113564682
982,47bf1,387,50.66861029715764,6.827765953488365
983,882b34dc,1156,43.646615075259525,-79.39693994377149
984,4817,2978,48.280873102753496,-4.533862670248495
985,46417c,218,59.97254382568803,11.047898123853212
986,9662c5c,3873,-33.437026835527796,-70.6453055920474
987,89e6c,2909,42.187885103471984,-72.4918159003091
988,0d6d,3476,37.810329346662805,-4.556786556674314
989,47a85c,1257,52.42861024661897,13.25209861734286
990,47e6719,626,48.82620580670927,2.352642046325881
991,8c03,2997,18.425707711378067,-66.23462727360693
992,478bc,2486,45.81186757039431,6.218569869670156
993,47c604,321,52.49094793457943,5.028228190031151
994,47c6b,1101,51.49928843960026,4.991766670299727
995,3fc,4032,32.173076585069474,50.08903326314495
996,8c34,1217,10.726636437140472,-62.67156040016439
997,486e1,4855,51.48094963542749,-3.2066335421215197
998,881d,637,44.43054735949767,-86.88144230455224
999,0ec,2180,14.763581074311944,-16.495118805963273
1000,548672c,1364,49.26694455571834,-123.23971644648081
1001,488e4,1457,57.82581054289625,-5.41313213040494
1002,54905c,1124,47.41177585409245,-122.27553633007133
1003,94ce59c,3909,-23.568535374008636,-46.65187003862885
1004,89c25894,3003,40.77813748285067,-73.96540552214462
1005,489c,1910,59.50969709214665,-2.2883299717277477
1006,48763,2770,51.79562741335737,-0.2103816718411554
1007,46413,486,59.6650891934156,10.241333263374463
1008,31da14,4005,1.3745087345817717,103.81822705068731
1009,47c9c,2486,53.29689723411107,6.504273739340309
1010,8c5,2321,13.190315734166346,-60.502599650150735
1011,132e4,1025,42.76603054243894,13.177636324878062
1012,883cc,4148,42.2549229136932,-83.75407972516874
1013,87b7,2532,36.22172420971543,-95.83843577251162
1014,4639,740,58.6976008905406,7.464399770270277
1015,47a8504,2303,52.49330857967864,13.364807148067753
1016,0d2ec,2949,42.93268989894892,-8.620575653780879
1017,47ba4,2672,52.01220433607791,8.710725813622785
1018,48724,4983,51.024713157335114,-2.6383863473810996
1019,0c6ac,3138,28.18968668546847,-16.742862258126205
1020,47c60b,1535,52.326308334202025,4.902679104234555
1021,47784,3743,46.52205929361462,11.8118745009351
1022,89c3b,2294,40.699501387968475,-74.35693455623392
1023,4cce04c,1996,45.4298222184368,-75.69975383617266
1024,8085805,449,37.80141846325163,-122.39809104454339
1025,4776c,4108,47.7240969678676,13.076996707156718
1026,486b4,4163,50.3087451957724,-4.958514288013444
1027,0d2e4,4842,43.34361204502305,-8.336295418835153
1028,40b3,2316,45.0616281951641,25.76857793221075
1029,8644b57,597,30.284217013400394,-97.7483259095477
1030,12ae4,1091,43.28624767827684,2.311255329055914
1031,80c2bb,4550,34.01078355054956,-118.45168999098917
1032,47c65,2159,52.08958491014356,5.399317968040766
1033,89b7b64,2382,38.90847396431574,-77.06898277203997
1034,48d61,1985,64.08443551183872,-22.04343870327457
1035,3ba4,1568,11.880656395408149,75.7478363150509
1036,87b1,520,36.24952822500004,-97.10269968461549
1037,808587c,1897,37.771518802846515,-122.50747290774851
1038,89c259a4,3768,40.74124286916155,-73.98915562791964
1039,149d,1488,35.468002281585946,23.87238275336023
1040,0d49c,1878,43.29416802342916,-4.794866662406806
1041,87ec,3466,41.6129464221003,-93.58563429082511
1042,8859c,3309,35.48012553822931,-82.55742574554246
1043,864e4,2903,32.72871933999315,-97.30672719979368
1044,54c5,753,42.83668159760946,-123.78660238778224
1045,80964,1676,37.804806184964264,-119.13707524642001
1046,0d18c,1064,39.41743304981206,-8.958004502819554
1047,46920f,320,60.200401609375014,25.118286165624973
1048,924,1484,-3.8444716469002698,-60.73944855121299
1049,4cc91a4c,1405,45.50993547829183,-73.5658977024911
1050,355c,2292,34.382728414921445,132.38124787390927
1051,46b554,265,55.64521680754713,37.32060544905665
1052,0d634,2028,37.70915224605522,-0.8747777776134118
1053,475c,3932,44.593366113428274,19.474279086215695
1054,52b334,3765,44.97883282682616,-93.28584523851255
1055,8d4,523,4.797742852772466,-53.2828367743785
1056,880fd2c,2192,41.91101253102188,-87.67798810218974
1057,54ac,2057,43.46569889256208,-115.63276528196413
1058,391c,1315,31.840766955133105,75.27683855969582
1059,88584,1334,34.7628005892054,-82.48298066491743
1060,6f,2095,-17.2685438329356,172.26175595704152
1061,89c24c,916,40.610779229257666,-74.10312266266384
1062,46fc,2607,54.69095126428851,18.580543549290358
1063,3bd,4195,18.342297944696064,76.11771437473188
1064,89c25a14,3185,40.70593433720558,-74.01252031993717
1065,47d9c,4394,52.42858629858891,1.2423981119708714
1066,880e2ca4,4284,41.88082642296936,-87.62346738585443
1067,8659,375,30.355473943999968,-99.57706721866658
1068,876c79,4271,39.7497396064153,-104.98963553968572
1069,4870bf,336,52.41159800595237,-1.9263203095238104
1070,35b264,1377,31.185858574437205,121.4073914967319
1071,479dc,4442,48.008858714092675,11.534285715218399
1072,0d364,3968,43.448461563256025,-5.5300162895665625
1073,6b12a4,1547,-33.80291563025218,151.07118986296072
1074,48761f,461,51.63143998915405,-0.05510835791757048
1075,48761b7,1071,51.5467253155929,-0.10579480859010273
1076,6b12ae3,4606,-33.87460732739905,151.20288051628359
1077,8627,2018,30.542971289890936,-90.89173470515388
1078,15034,3826,31.70539951803432,35.29222335676948
1079,465e4,678,59.725600320059094,16.74137759587024
1080,89e2c,2898,43.05736058799165,-70.79989001828854
1081,6019c,2336,35.15004300171229,139.0459426361301
1082,54a4,1835,45.790079754223385,-117.3922420675748
1083,8081,1471,39.22279054452754,-123.59493095853162
1084,886464,3969,36.14987847367096,-86.78925853968248
1085,89c83,493,39.37839478296143,-76.96080142393495
1086,8fa14,1099,9.431079428571424,-84.03416968880772
1087,145c,4187,29.99484982756162,31.16305913852418
1088,80c2b4,3163,33.921363012014076,-118.39402636958592
1089,8751,263,41.173475965779424,-110.65473012547537
1090,548671c,4093,49.294838043489094,-123.12477270535051
1091,486f4,1692,52.28270303723398,-4.2583542446808496
1092,4cc914,1060,45.45777101132067,-73.62347996792438
1093,0d24c,1216,41.43137605674333,-8.281362965460497
1094,48864,3441,56.42174537983146,-3.136773600988077
1095,808fb7,3007,37.398484792151706,-122.05149547156621
1096,0d25c,1622,41.981721255856975,-8.757584231196052
1097,54901544,2657,47.62160461799018,-122.35094571396279
1098,132f604c,2921,41.89529196131456,12.478735700102739
1099,4cce044,1520,45.41219553618413,-75.71396393026338
1100,47c5b7,3157,52.07838021919547,4.3212299509027465
1101,95bcb,4130,-34.553414930508396,-58.46636528256625
1102,3b1,4446,9.494366090643261,76.8775708477284
1103,0d422f,1816,40.45964278083707,-3.6238214587004287
1104,12a494,2054,41.51130271908467,2.0713805944498507
1105,3bf,4602,19.020545700782435,72.89643847892215
1106,12c99,980,43.51492530510209,5.476162294897959
1107,132a3,2974,43.36943774445181,11.24302596603894
1108,477eb1b,1523,45.43900195929064,12.317621777412953
1109,6b12b4,4786,-33.916080678228084,151.2044103079813
1110,8649,800,32.3492734924999,-95.76966598750026
1111,8085871,586,37.77993746928332,-122.48089135153575
1112,4887c784,2016,55.94666838789679,-3.1874002688492094
1113,872b7,1622,33.63805210110973,-112.01866312638715
1114,865f,194,29.412233128865978,-99.80031576804116
1115,48765,2955,51.85922336818928,-0.5775340656514378
1116,89e370b,2222,42.36215732718279,-71.08640764851506
1117,463d,4212,60.40765144895534,5.4419522044159905
1118,48761ab,1183,51.52207198309386,-0.17539909890109862
1119,1499,4025,36.59261384621128,25.294938874285695
1120,4889c,3511,55.749619708345335,-4.9125883591569375
1121,544,4287,54.95788408980617,-130.48839272964742
1122,469209,2723,60.20567810503112,24.971059029379497
1123,89b63,2483,39.06758922231167,-77.33965442368095
1124,6b12a9,337,-33.77689264094957,151.1877222344214
1125,4715,2426,49.19587106924978,19.35135342250615
1126,8889,3016,33.532162603779746,-86.80750085344808
1127,48713,1433,51.79217305582699,-1.746479609211442
1128,0d42288c,857,40.42749199533257,-3.6989111295215804
1129,80e9c,1075,34.43515055348846,-119.17678609674437
1130,537174,1753,50.996432726754186,-114.06309301312055
1131,9662d4,982,-33.532510628309616,-70.57510499592685
1132,48675,384,53.62924707291668,-6.642421841145835
1133,601d,2310,36.213100852381004,138.16602371125518
1134,88df,1833,27.754256785051766,-80.4573265308238
1135,46525c,1217,55.63885522843071,12.133219304026296
1136,47844,3995,46.025563300626004,9.209988365957466
1137,5486715,783,49.26294837292459,-123.07714772669206
1138,6d38c,4329,-41.28481790736913,174.7807159145296
1139,4734,940,47.95804858297866,24.988627613829788
1140,8085809c,3666,37.777893004909735,-122.41843096290286
1141,480d,2123,49.31709397315115,-1.997272779557231
1142,4870bd,4268,52.473415801077564,-1.9074720756794794
1143,88051c,3875,43.047644252645085,-87.91327558193557
1144,6b9154,1429,-27.47956809867032,152.98657617494766
1145,359,1547,38.13048138461548,120.98811996767932
1146,46920bd,3914,60.16944606234014,24.949006793817063
1147,47e9,2030,49.26542697044345,3.574781333497536
1148,470b944,886,50.06197396726858,14.418796413092567
1149,89e3773,868,42.38811989285709,-71.11126151382489
1150,0d734,381,36.49639851706039,-4.862797965879266
1151,12d54,1621,44.12725272486119,10.231370234423213
1152,47954,3678,49.59745779499732,6.2881556392060824
1153,47907,1147,47.551893215344386,8.478733010462072
1154,88ff,2924,32.87654506429545,-79.97398201231198
1155,80d9554,347,32.770832593659954,-117.15318165129686
1156,3e5e4,856,24.453285449766362,54.4428221518691
1157,89d4ca4,130,43.63042557692306,-79.33012237692301
1158,4657,2325,56.42023814881672,15.274020640860284
1159,945,1343,-26.744724422933825,-57.37433222040215
1160,0c404,743,28.297810551817,-16.421589339165543
1161,54dc,171,42.18665794736842,-124.33609452631576
1162,12a4a3c,743,41.37535343606999,2.1902793606998645
1163,48771,2495,52.13633509499011,-0.9663076881763526
1164,487604c9,1398,51.50663342417733,-0.12027485693848379
1165,34683,3361,24.87051934632556,121.08826312793785
1166,8085877,1369,37.76736722790349,-122.47686302410501
1167,47d8d,2048,51.49024783251964,0.5782349472656251
1168,35f14,715,40.269522914685275,116.58111936503484
1169,89dd4,2883,41.705007753034934,-73.95149306035366
1170,12d59,3946,43.758769803345125,10.433048905220522
1171,312c,1965,20.143511625445218,102.14097996641235
1172,47c24,1542,50.40886882230879,4.1655008709468335
1173,47984,638,49.21122016144206,9.479318822884
1174,3111,4864,13.412252841694022,103.87989171155472
1175,884b,1109,38.98584010640204,-79.91862235166808
1176,47c63,858,52.40035843473204,5.521747216783208
1177,132fc,1320,42.08442680075766,13.244248914393966
1178,4873d,777,51.17472616216226,-2.168233216216215
1179,4876024,703,51.45748976529165,-0.02100911237553338
1180,357ca24,1413,37.54440694479827,126.97813662703514
1181,132f605c,1136,41.90266624823949,12.466695018485957
1182,3904,1511,32.259654589675755,77.39625029649257
1183,808f7e24,1661,37.76672779409996,-122.41945789825391
1184,2a3c,387,-34.836327746770024,117.26199772093032
1185,3177,395,10.95988967341771,108.22547929620264
1186,0d65,1290,37.878551286821676,-1.7282311124031025
1187,47974,2857,48.87541801190058,8.448988579979032
1188,48799,4460,53.27201997197335,-1.4636564428251118
1189,888d,1442,32.578993996532496,-85.45827356310734
1190,872bc,2266,33.43904718049429,-111.70334902603733
1191,12c94,1888,43.20371957838979,6.04290735858052
1192,47c8c,2306,53.00917316261921,5.600431986556812
1193,4692c,3776,59.432236597722294,24.751759245762713
1194,88f7,1355,33.805997995571964,-83.29034675571965
1195,80dcf,3397,33.54097688872533,-117.72968936355589
1196,47df7,2473,50.815290848362444,0.17408262919530923
1197,89c9c,2838,39.58864641331934,-77.44685808914726
1198,0d374,505,42.73787400198019,-6.014681166336632
1199,47df5,1548,51.197684808139606,0.1631863462532302
1200,48d67,3204,64.1362927106741,-21.84196618757774
1201,8807c,2275,43.04748018373623,-89.49793376395625
1202,47c674,469,52.14136077611936,4.980152381663107
1203,47c3c4c,2930,50.83367816313988,4.376339764163819
1204,8853,3765,36.1085520231076,-80.06985939415647
1205,9b,1777,-0.5754089150253244,-90.67826858244212
1206,5370c,2015,51.10291601588095,-115.43396922679858
1207,487bb1b,1170,53.48235383589747,-2.233581837606836
1208,3544,3940,33.45109764873084,130.82856019568504
1209,14ac,3675,41.10176736979597,23.712252656598654
1210,47f4f,4798,45.758459710921215,4.827785005210504
1211,6018f4,3900,35.64270814743605,139.6416636279487
1212,132cc,3389,44.05990873059881,12.455702197698464
1213,80c8c43c,2926,36.117997527341075,-115.17239184791552
1214,46920a4,2989,60.17345580629002,24.919069533288642
1215,5484c,617,48.69314137277152,-121.32627101944877
1216,3ae4,3884,6.768746498970157,80.34713719155519
1217,809ac,4496,38.569372127224106,-121.39628060854125
1218,808fb9,477,37.42753317190777,-122.07491059748418
1219,4754,919,44.251190462459135,22.070579045701834
1220,47804,1853,44.7773901867243,10.405841019967642
1221,0d39,1452,41.70636802272742,-5.6815804139118455
1222,54874,2057,50.098182203208495,-122.9790986840057
1223,0d55,4353,44.75815225729397,-0.6106931807948552
1224,89d9,1998,43.227346485985926,-75.82606565915894
1225,46b53,1301,55.870648261337415,37.64852913374328
1226,89e376c,561,42.4090860142603,-71.12467336363645
1227,8e7,1853,7.600361975175391,-71.68317092390704
1228,808f8c,739,37.78960914208388,-122.1059405710418
1229,885b,1571,36.148012683641014,-82.74095240802028
1230,48760b,1639,51.40379658145219,-0.3239342098840756
1231,48797,2634,53.49972855884587,-1.4763753667425923
1232,47994,1408,48.53250406250003,10.084748204545441
1233,47c7d,1645,52.38908040486323,5.950778681458963
1234,47b5,2026,54.52048324728527,8.489902686080939
1235,60181,250,35.229072199999976,139.8103701840001
1236,144c,1864,25.83552515987124,32.893260629828404
1237,399,3436,26.536609841967465,83.02913905093152
1238,12a7,3619,41.8631099527495,0.7222759646311189
1239,6000ec,581,34.67456387951807,135.41745176936288
1240,89b7b7a4,2873,38.89086353846151,-77.03793417681878
1241,87524,2103,40.66978898621009,-111.65164714312864
1242,2dd21,607,-8.467046056013173,115.43608633443169
1243,80856c,194,38.04784726804128,-122.13737146391748
1244,0d5f,1443,40.373866081081076,-0.3943666375606377
1245,479e7c,428,48.251377738317764,11.428653352803737
1246,4805,4988,47.047697317160896,-1.8237533135525268
1247,89c2595,2636,40.71982681449169,-73.95233259673734
1248,47b184,1639,53.56606868090288,9.900247133618029
1249,89c6c63,3500,39.95127338657152,-75.16494453199975
1250,89d35,4102,43.111776155290094,-79.0971960431498
1251,132f61ac,1606,41.90291368057282,12.490520556662492
1252,51,1895,64.70646748337744,-139.9077323097627
1253,882f,2549,42.976642637897385,-81.37170781012166
1254,54c04,1644,44.6088872475669,-123.21607406812673
1255,354c,342,33.60128959356725,133.09414502631586
1256,47bb4,1201,51.30895509658624,9.399692224812654
1257,0c64,2124,32.70930498258004,-16.962045194444404
1258,4811,3976,47.90927644441643,-3.37823458023137
1259,465f84,1628,59.35591656756758,18.192081638206364
1260,485d,2344,53.10345660068269,-7.606122227389112
1261,46b54a4,3082,55.75955462134994,37.61418276995454
1262,4879d,3309,52.92721934935007,-1.1387282632215154
1263,89c81c,1090,39.300088803669745,-76.69787719174305
1264,8805c,1878,42.85440003194882,-88.44111043556987
1265,5f1,3740,43.341574077807365,141.5284994326207
1266,47bd0b,1165,50.07061245665234,8.606378510729613
1267,48894,3361,56.49452159803656,-5.0873160996727
1268,487585c,2303,50.822705583152384,-0.13097783890577508
1269,12d4c,3465,44.18553372207806,9.617320958441585
1270,8096f,4572,37.75345913495183,-119.59365413188976
1271,88e774,868,28.639237390552985,-81.38710312788017
1272,6001c,1614,35.09389204337045,135.73854937856225
1273,3124,1763,17.922021726035172,102.30304822802019
1274,151d5,4116,32.08555645724002,34.78090006681225
1275,0d71fcd,744,37.18167394086022,-3.593792815860213
1276,54854,2329,48.39722550193227,-122.39134706526438
1277,465f7c,2210,59.26667552126691,18.12537446289588
1278,8634,1640,32.936473081707334,-93.95897905304894
1279,87f624,1986,44.908175135448175,-93.31300044008107
1280,47854,1942,46.83007661997941,8.62251644593202
1281,0d6f,1568,37.877173040178526,-3.255435001275513
1282,47b04,3721,52.40326327734478,9.757951980381607
1283,89c1c,1203,39.93551760016624,-74.10712605403148
1284,1329,3877,42.764028216146464,11.466488367294293
1285,80df,3648,32.730439069901244,-117.21476352028493
1286,479c4,661,47.79944086081692,10.78900475642966
1287,39e4,1553,27.249573088216316,88.85613421377998
1288,36b,2396,24.795742655676076,109.79180224833047
1289,129c,3574,38.93190717515399,1.0319682020145489
1290,47e671d,3500,48.848608281428696,2.3349894608571398
1291,31d4,1168,2.0534329409246563,102.37436905907508
1292,80858084,4701,37.7827440346736,-122.40574122676038
1293,33ac,3019,10.078687308711485,123.51948637794042
1294,12ba4,2120,42.19939312688687,3.1992374820754783
1295,89cb,1513,39.901366216787956,-78.64495520885656
1296,4cb34,933,43.7588609614147,-71.43461388210078
1297,1347,3915,40.70923411213292,17.21546871775216
1298,809bc,1320,39.262793182575734,-120.32114247727272
1299,47794,2434,45.82112346055859,12.327118497124056
1300,3104,2383,12.58595191481324,101.67779419219453
1301,6018e4,1816,35.68600224889864,139.4412606949342
1302,969c,210,-27.991693447619067,-69.21711265714288
1303,0d42287b,604,40.4198870629139,-3.7106737119205286
1304,132a57,2014,43.783211470705155,11.23641823833167
1305,31da3,2025,1.351829404444439,103.9659010612346
1306,89c2585c,961,40.770441249739854,-73.98673716129045
1307,549013,1210,47.682909752892655,-122.24082855702504
1308,6d24,320,-41.93536242499999,171.499057425
1309,89e47,1019,42.084164589793865,-71.33830317173698
1310,47824,3821,45.97197603323726,10.920292456686736
1311,4793,1834,47.922056394765605,6.690117329880043
1312,47b8cc,3008,51.22269236768618,6.792064752659581
1313,470b954,1582,50.09011197977244,14.396566622629566
1314,30c4,714,17.07781480532216,96.2782263935573
1315,959,4028,-36.09105999975172,-56.949943854270046
1316,6d34,3966,-43.40626553076135,172.75875571432152
1317,88d9b5,2558,25.780052403440163,-80.14532109655966
1318,464169,210,59.82532359523804,10.789556852380946
1319,878c,1783,43.2673130089738,-96.28678551542383
1320,808f85,858,37.740409114219176,-122.20533611421887
1321,12cd9,345,43.959473220289865,7.616388046376807
1322,3e3,867,24.88541705997696,47.02023126182225
1323,494,356,64.18742229494381,-24.32050690168541
1324,89c25a7,824,40.69263989320386,-74.01884955218434
1325,89b7b794,2470,38.89911903522296,-77.02694838542513
1326,80c7,1903,36.39404334944829,-116.8034452443511
1327,4634,440,58.04649816590908,7.412129350000003
1328,476d07b,1093,48.21565629917654,16.368590719121663
1329,487a7,992,52.865850278225786,-2.1697312187499973
1330,464b,1695,55.831690308554464,8.662676853097349
1331,0d724,1415,36.808326726501825,-4.042909493286215
1332,487604dc,2146,51.500810519571374,-0.13531506337371874
1333,484c,1055,51.99740470047399,-10.27655953459716
1334,48cc,1947,65.19048140421167,-16.012465595788395
1335,48761b2c,2567,51.5188645262954,-0.13419291156992638
1336,4876044,1451,51.45818554996556,-0.11512222536181937
1337,473c,3437,49.22688400261845,21.917523963340095
1338,8803,2736,44.2192350116957,-88.21575997514601
1339,89b3,3027,37.852693666666774,-78.68208767723821
1340,601844,1818,35.32229076952703,139.57613608525799
1341,48761dc,318,51.57734268867921,-0.024956380503144644
1342,48761ad,3042,51.52375288231428,-0.1508222481919801
1343,79544,1714,19.709691093348873,-155.94831943582247
1344,4cb9,4360,46.76777658784386,-71.22368475894478
1345,8640b,4444,29.771048764626542,-95.35541456660704
1346,465f9b,122,59.451880188524584,18.0812880819672
1347,486bc,623,50.7231341011236,-4.738726221508827
1348,1e9,2924,-26.656164126881066,27.76077563030107
1349,54c7,1123,43.097140104185264,-122.16383246660729
1350,077,233,-11.29704782403433,-41.399616068669566
1351,07f,909,-2.7195706699669953,-42.33665184928491
1352,12a4b4,749,41.5204210360481,2.3966765487316386
1353,132c4,965,43.368597743005196,12.394400651813458
1354,47a851dc,3161,52.51814441853845,13.397557276178485
1355,47c5d,4924,52.13898730930133,4.541994032696977
1356,478d4,838,47.108126818615666,5.900374017899745
1357,2dd23,2449,-8.517986743160474,115.20969765986142
1358,5486c,532,49.656486631578964,-122.99392141729308
1359,487bf,3558,53.84582926053992,-1.8205561810005537
1360,48784,2633,53.11717715267764,-0.4443398511203941
1361,477eb7,58,45.46162020689656,12.228781448275866
1362,487464,1443,50.74365507761594,-1.2066493645183651
1363,6b12ae1,1660,-33.87778890481939,151.2163621975909
1364,3403f4,1538,22.510872534460425,114.05621624772431
1365,949,966,-21.371250333333293,-52.35381707142858
1366,357ca2c,3080,37.569254856493416,126.9824449834414
1367,3bab,484,10.949288460743816,78.78469101446272
1368,46525314,2623,55.67664828860098,12.576012188334033
1369,89e39,3877,42.39928993577516,-71.32795969306164
1370,89b7b7bc,2137,38.90008203369205,-77.0377840210572
1371,479a9,781,47.54920662996161,8.760321962868113
1372,89e3709c,1556,42.35724901221089,-71.06657460861194
1373,33974,72,15.435914569444448,120.96923673611107
1374,47c14,3500,50.90410755257153,4.924492998285737
1375,8838f,865,40.15764128092481,-83.06553033294792
1376,477fd,4659,44.50907591629113,11.325192753165885
