class_label,hex_id,imgs_per_cell,latitude_mean,longitude_mean
1114,487a9,687,52.77428702328964,-2.6753355720523975
1115,1e4,1498,-33.368519045393896,25.947550906542045
1116,47bb4,1201,51.30895509658624,9.399692224812654
1117,463a4,1445,58.894030061591735,5.726219033217988
1118,48721,994,51.17135541951698,-2.8374338018108634
1119,4705,1445,52.31719742906571,16.89650555224915
1120,395c,661,23.01417321633891,72.5119535219365
1121,80858741,524,37.77231645801532,-122.46785666412174
1122,6d0cc,393,-36.26987234096689,174.66148413740447
1123,89c258f1,1525,40.76573121573774,-73.9738150216393
1124,132b4,1428,44.1414403011205,11.735113690476178
1125,12d584,1190,43.843141814285744,10.506686016806729
1126,0d495,1426,43.462685671108034,-3.8354729761570767
1127,48760534,1097,51.50965381039215,-0.15913987146763872
1128,8816c,705,41.6439435049646,-86.14507791489358
1129,132f6053,1131,41.90081886206909,12.482219489832028
1130,487bfc,469,53.93352962899788,-1.7556760298507479
1131,80c94,1571,36.13130692043288,-114.68766495862491
1132,88d90c,374,26.140262556149704,-80.32763799197856
1133,46920b9,578,60.1446819273357,24.984164581314896
1134,87f7c,1578,44.8673387769328,-92.98806369771849
1135,47a84ec,806,52.506680202233305,13.474856781637701
1136,0d42262c,1355,40.408672443542464,-3.6969106302583077
1137,8745,132,40.3993201969697,-109.05539880303031
1138,47e66e264,1803,48.86091357459795,2.335571262895173
1139,858f,700,14.722654668571433,-91.4584951557146
1140,808de7,1517,36.583947854317806,-121.92486207712575
1141,8830f4,1458,41.492632663237394,-81.7264075473251
1142,80dad,577,34.11239680762564,-116.25018278162935
1143,80c2c644,670,34.054251376119424,-118.23756938656707
1144,0d57c,1882,42.8065843597237,-0.24737177098831042
1145,8085869,1287,37.820109766122805,-122.47901835198165
1146,88691,1157,38.20126283059639,-85.73548200864292
1147,808fbbc,250,37.45413307999998,-122.11212235200001
1148,88f50c,984,33.92610985975609,-84.34896372052846
1149,477ed,1820,45.399170103296726,11.90171698021977
1150,80c5,1197,34.680241335004155,-116.61339802840429
1151,8620a614,1678,29.957837172824743,-90.06291240464812
1152,89b7b7a7,747,38.88926494243642,-77.04112094377479
1153,47bf25d,843,50.943638113879075,6.978817784104378
1154,479e7c,428,48.251377738317764,11.428653352803737
1155,4767,393,45.697148244274736,16.54417709669213
1156,47e66e214,423,48.860090418439825,2.3400919763593353
1157,346824,1100,24.972773841818217,121.2022371499997
1158,34040065,764,22.28023321335081,114.15913444109945
1159,601dc,813,36.511212380073665,138.42873669126678
1160,3b3,1454,4.109239667125178,73.51542560178832
1161,4876f,1260,51.848547596031764,-0.9117308809523834
1162,548673d4,1904,49.27598969327735,-123.12452327573516
1163,12ba5,864,42.01570993287032,3.174895708333326
1164,487604c44,1365,51.50068156043945,-0.12462004688644678
1165,6018f3,1868,35.6767485556746,139.66538495663843
1166,8834f2c,85,40.48506767058822,-79.92608952941177
1167,89c25954,310,40.714712641935456,-73.94327138064521
1168,89de7,509,42.79786130255405,-73.97793865422389
1169,3b0c,1563,9.85222529494559,76.30716367818299
1170,4d2d,546,45.2164402087912,-81.46312300183158
1171,4879314,931,53.96148003329765,-1.1018790268528447
1172,548677,1344,49.23769213541665,-122.99604862723224
1173,130e54,492,35.8733056382114,14.420687686991883
1174,6b911,1926,-28.028639428868097,153.42450016251323
1175,6b13c,353,-34.5734312181303,150.3838302691218
1176,880fd27,354,41.945541166666594,-87.68433241242919
1177,3e5e4,856,24.453285449766362,54.4428221518691
1178,80d954bc,1085,32.73358592534563,-117.15205282857129
1179,8865c,426,36.970607063380356,-86.47397346948343
1180,346834,1734,24.812669007497163,120.98943497116451
1181,6b12b04,1524,-33.89794902821523,151.17294809055159
1182,4cce0c,748,45.38811710695193,-75.62380635695222
1183,47874,1473,45.06037070604216,9.055446732518675
1184,3a1,1706,22.033317186400943,87.84404605158265
1185,88ddc,986,28.31554674036511,-81.42010253651114
1186,808580b4,334,37.779125467065924,-122.44056944011959
1187,48760544,1809,51.497453152570415,-0.1730627479270315
1188,12e74,1705,39.24096509149559,9.039178472140769
1189,0d2464d,314,41.13678460509554,-8.610738984076434
1190,47a844,812,52.418638997536995,13.456327889162573
1191,12c9b,1363,43.24380891269252,5.506603292002944
1192,89b7b783,702,38.88805686467235,-77.01923060968686
1193,48761b24,698,51.52962860028646,-0.13472107879656148
1194,87b1,520,36.24952822500004,-97.10269968461549
1195,4cd2c,1409,44.27277274946761,-76.5211529929027
1196,47e66df,1278,48.864621063380355,2.3765936682316102
1197,2e6b,473,-6.096394636363639,106.77306379915427
1198,487475,205,50.943729892682946,-1.429382687804877
1199,469209c,1374,60.20226572780206,24.944606839155668
1200,89d31,1820,42.873509765934095,-78.85321738406581
1201,87db,551,38.25518624319416,-91.98317607804005
1202,882b1,700,43.74446515142855,-79.86752456857147
1203,89ace4,1725,36.003330077681156,-78.92242541565228
1204,4692937,1640,59.439700160365916,24.746575709146224
1205,4797cc,898,49.485991706013394,8.476066285077938
1206,933,126,-10.336198833333334,-47.58988457936506
1207,87c0e4,449,39.0129178485523,-94.49294019153695
1208,89b7b7dc,811,38.92161113563504,-77.0397440998765
1209,8097c,406,38.24127758128078,-119.05796554679804
1210,6b75,486,-32.04862753909466,152.3064885288066
1211,487604bc,1229,51.50111603580151,-0.11304181611065944
1212,47c15,438,51.04335798173516,4.7994405114155265
1213,6001064,791,35.00015041213649,135.74566382048016
1214,48795d,1923,53.794979949037874,-1.53484382163286
1215,8871,536,38.004570300373146,-87.97011679291036
1216,8864664,1721,36.15987798024398,-86.77508641778059
1217,89c2ec,764,41.02209476308906,-73.90179863089004
1218,6b9c,1797,-30.306984235392378,152.58770903171967
1219,133f,1303,39.60525744128937,15.98211172448197
1220,4887c74,833,55.93088966386551,-3.206946503001204
1221,96a9,1077,-22.98396880315693,-68.10962720148561
1222,89d64,528,44.12096239204548,-77.49840343560608
1223,479db,447,47.65058768680093,11.234077340044738
1224,88d3,1004,23.097308300796897,-81.34023947908378
1225,1313c,1826,37.36723077765607,15.159682015334045
1226,149ac,277,35.0873950469314,25.21825948736464
1227,487cdc,839,54.60547401907041,-3.140235353992851
1228,3553,979,34.28517508682338,134.1200353697651
1229,6ad669,1849,-37.861020896701014,144.98460088966996
1230,48760b,1639,51.4037965814522,-0.3239342098840756
1231,47c2d,1573,50.59118496884938,3.100317904640818
1232,8841b14,1933,39.09881261510618,-84.50837382152096
1233,14cab84,457,40.999445798687056,29.020160505470443
1234,47e6654,1663,48.886410979554995,2.2461543559831627
1235,312c,1965,20.143511625445218,102.14097996641235
1236,48761b1,689,51.54394807402032,-0.13228082148040615
1237,601889c,1257,35.63245298568022,139.78488888305515
1238,149d,1488,35.468002281585946,23.872382753360228
1239,4652530c,1401,55.676223072804994,12.564653572448254
1240,4887c7b,1193,55.949861992456114,-3.214727761944672
1241,487a3c,264,53.11285532954547,-1.9450189318181819
1242,808e7,1876,36.95919657356059,-122.02420659914716
1243,47ae4,352,53.15494680965908,10.901264025568175
1244,4649,1584,57.08758697095979,9.54431387247472
1245,477eb1b,1523,45.43900195929064,12.317621777412953
1246,486f4,1692,52.28270303723398,-4.2583542446808496
1247,80dbf4,1045,33.08554706889955,-117.03928638660287
1248,47f4eac,1393,45.773899605168715,4.847278715003596
1249,3135ab9,578,21.02651499134951,105.84214025259523
1250,3397c94,840,14.553352932142866,121.01359730833332
1251,4cce05c,1676,45.406823800119305,-75.69177648926008
1252,6d0d3,1137,-36.762495029023704,174.76797478452067
1253,8858c,341,34.782222521994136,-83.35201705571848
1254,480eb,1196,48.63167597073579,-1.511569488294317
1255,3baf4,803,12.283467929016188,76.71399876214201
1256,464cc,867,55.43586598385229,10.043705352941194
1257,89c253,694,40.714842298270874,-74.17103774063393
1258,88e76c,909,28.61545815291532,-81.25676766776668
1259,47deb,1622,51.17618016954374,1.3021382133168908
1260,bc4,1320,-54.65774707272729,-67.7526008530302
1261,89c25a13,943,40.70308534358428,-74.01550844008466
1262,47ba3,988,51.97045841700412,8.48337845040484
1263,12a4a2f5,1125,41.38334120088887,2.167147160000001
1264,5490153c,420,47.6268221833333,-122.33867792619054
1265,0d504,1776,42.900517272522585,-2.177439350788287
1266,473b,914,49.71660834573293,23.538195025164068
1267,48d1,984,63.968094355691086,-17.90559931199189
1268,47a3c,782,50.607686621483374,10.972672341432238
1269,4875855,298,50.83162786912759,-0.16878966778523488
1270,8640b9,261,29.791700256704978,-95.37963084674334
1271,54950a05,777,45.51905562548261,-122.67879112612579
1272,47c644,1254,52.14584289633185,5.356199525518344
1273,91b,1494,-8.277238631191418,-77.03793177844706
1274,14984,886,36.9655599266366,25.287128852144477
1275,4873f,1851,51.134005852512196,-1.7712726547812048
1276,12b44,1246,43.97195697672559,4.19887773113965
1277,487604b5,732,51.51210834289613,-0.11527111748633882
1278,476d079d,780,48.20264587179468,16.369452057692243
1279,876bd,631,40.01883957210772,-105.60151252297935
1280,476da4,841,48.175868146254444,16.260456079667076
1281,4878b,1335,53.79915503820221,-0.30895751910112396
1282,48763c,1328,51.76070181475896,-0.29810018524096404
1283,486e7,482,51.49731199585065,-3.6478612593361004
1284,80db1,1595,33.81437385579934,-116.56275725015679
1285,52fc,98,53.69336692857139,-102.28051064285717
1286,89de04,66,42.66235193939392,-73.5882471666667
1287,47e66dd,1263,48.88733787331751,2.3806356326207485
1288,4791b9c,1347,47.56240189012624,7.592908938381597
1289,151d4c4,495,32.08329533333336,34.76775926666673
1290,4889b,1347,55.94042094877509,-4.7902898841870885
1291,808586d,1383,37.803960357194434,-122.4549447671725
1292,80969,529,37.530825725897934,-119.59601772400762
1293,479ddf4,1945,48.125882200514056,11.564659155269906
1294,487624,855,51.76861990175431,-0.06397956257309942
1295,357ca5,967,37.51866953671142,127.07097450982414
1296,89e6d,1630,42.30613740613503,-72.57730020858907
1297,1297b,360,39.45096802500003,2.944477772222222
1298,47b90c,151,51.647586019867546,7.558307682119201
1299,34681c,1475,24.9684076061017,121.3396641044068
1300,369,1402,29.793385235378114,109.49953024679023
1301,47e66e3c,1129,48.86998460407448,2.3397281364038975
1302,89c6fc,1410,39.8235998347518,-75.62746450921993
1303,12a4a25c,1250,41.376488363200146,2.1707458200000023
1304,5495ac,1116,45.650260676523274,-122.68648460035851
1305,87c9,1926,36.488763512461006,-94.32720440809966
1306,47654,1717,46.07124680780438,14.574806854979604
1307,48865,1920,56.36478863333325,-2.9179303380208395
1308,47781,864,46.65102640046294,11.710741837962958
1309,8644b50b,290,30.271826896551723,-97.7441728586208
1310,4cbf,650,47.75862538769229,-70.12170918769226
1311,07160c,96,-12.899160083333333,-38.520781958333366
1312,86d674,1694,32.25265238961031,-110.95820364226687
1313,47c3c384,1740,50.85016777758684,4.351129181609178
1314,85ec,1280,17.11414369296872,-92.94049787968723
1315,95bcca4,808,-34.612237764851486,-58.437712790841665
1316,80dd5,1077,33.77014268616529,-118.37016688115145
1317,487604ce3,1346,51.5079259933134,-0.12816301114413056
1318,808f79,427,37.65586040749413,-122.41074603044503
1319,4870cc,1597,52.24519078647463,-1.6561736988102707
1320,89c6c74,247,39.98455240080973,-75.21603283400815
1321,808f7e3c,1975,37.75828778835442,-122.41951708
1322,89a54,763,36.22319488073385,-75.84475436697228
1323,47d8709,1204,52.203223716777494,0.1287026353820594
1324,0d36b,580,43.53589969310345,-6.167814737931032
1325,808f77,1160,37.610165267241406,-122.38579523965505
1326,132a2d,1806,43.323124602436316,11.327336578073089
1327,47975,223,48.52040693273544,8.766750941704027
1328,487604b1,461,51.507898906724535,-0.10913254013015171
1329,487604c1,159,51.4961360188679,-0.12079541509433961
1330,12a4b9,432,41.56411641203709,2.2581091319444444
1331,945,1343,-26.744724422933825,-57.37433222040215
1332,8807ac,1585,43.06900518738171,-89.43477084164034
1333,9154,1268,-20.0760301269716,-69.46427383517336
1334,87d3,1719,34.92390229086687,-92.19673210238489
1335,12c94,1888,43.20371957838979,6.04290735858052
1336,67,729,13.894290843621397,145.01276103154993
1337,12db,1465,41.63193791740616,8.939599949488052
1338,56c4,1124,60.07127707117429,-150.312537205516
1339,47c350dc,450,51.204503224444416,3.222187204444444
1340,8f4e3,449,20.413332574610237,-87.30401150556794
1341,89c25a5,1979,40.68786856644767,-73.99311622738742
1342,6005,1192,34.78877779446302,136.95578039345634
1343,94a4,394,-18.570222845177653,-48.265620555837685
1344,808454,890,38.43603804494385,-122.41293003146086
1345,487604b7,1650,51.50679274181817,-0.11554260666666656
1346,35f0524,469,39.9226896140725,116.35479048187642
1347,47a44,1150,51.01823405043475,11.135447724347816
1348,4734,940,47.95804858297866,24.98862761382979
1349,47a65,453,51.42299645695369,12.39507287196469
1350,87354,1292,37.59355596439625,-112.18141519969042
1351,87c0d,390,38.83140087435906,-94.57526075128187
1352,30e284,441,13.909184047619043,100.55152602494334
1353,876bf4,572,40.01936733216787,-105.1581375646853
1354,54861,1036,49.19713604922786,-123.23544714092668
1355,47c66f7,422,52.09095909952609,5.101555819905215
1356,8c036c,1879,18.45351489622141,-66.10596184513052
1357,883b2d3,1726,42.3318278354579,-83.0472215915414
1358,132f603,1015,41.88191082758623,12.474678576354673
1359,89c284,519,40.813379493256235,-73.54977011753375
1360,481c,272,47.335660569852934,-3.181761051470584
1361,89b7b7f,1856,38.91341112715515,-77.02538176885777
1362,8644b1,239,30.17499166108786,-97.64845707112964
1363,487bb1f,1173,53.47395901193525,-2.2474303580562713
1364,47b8ec,497,51.52523501408448,6.923442227364194
1365,60191,597,35.59995223618088,139.2706144857619
1366,89d04,656,42.25408893597569,-76.89308676524396
1367,47c42c,990,51.83636464545448,4.667300347474744
1368,3754,1531,24.02458033246242,90.69335113128699
1369,47b27,279,54.08598185663085,10.690061322580648
1370,808de5,1782,36.60796456453425,-121.89097970482611
1371,30e2990c,710,13.751890108450715,100.49154121126753
1372,478c34,941,46.53113282890537,6.566085575982996
1373,864eb,1061,32.821437591894494,-96.67423230065958
1374,0d422864,1302,40.425992923195054,-3.708111538402454
1375,480a4,1572,49.19753836895682,-0.34818566793893163
1376,8717,1048,36.64668443129773,-105.69310404961811
1377,8084c,368,38.627780168478274,-122.00095446195665
1378,89b634,1003,39.0030768464607,-77.28285044267184
1379,88e77ec,867,28.474897715109595,-81.46513380507518
1380,548f749,1792,48.42399638058033,-123.36746028627272
1381,48761b4c,1182,51.52019877749572,-0.11077764805414589
1382,0d71fca4,98,37.1650268367347,-3.5979818877551
1383,8e3f9ac,588,4.684095772108838,-74.05251228741487
1384,35f052ec,1429,39.91624409307226,116.39013311616581
1385,6d64,188,-38.35505663297873,178.06810954255323
1386,47c609d4,700,52.38493747714273,4.875299249999988
1387,4788d,534,45.82683694382014,7.571965979400752
1388,46525c,1217,55.63885522843072,12.133219304026296
1389,47165b3,108,50.060370314814826,19.96131547222222
1390,31da0c,605,1.366185267768593,103.69077037685936
1391,89e49,673,42.07326997028233,-71.04714526300144
1392,4661,834,60.534709810551476,17.57195158872905
1393,35f0c,725,40.27006221379309,116.15309090482754
1394,88f3,771,32.54743044617381,-84.14497458236056
1395,47dcf,149,50.801273919463114,2.437614818791946
1396,46eec4,81,57.038145913580244,24.051623271604935
1397,30da3d,60,18.93151358333333,98.94333740000005
1398,2d4,397,-5.581317183879089,127.89447296725444
1399,8f5b,206,18.568474533980602,-88.1330328834951
1400,48761d5,461,51.52843130368762,-0.01008306507592188
1401,2db,642,-6.792684792834887,120.71345527258552
1402,12d9,1335,41.31343467490633,9.404143074157306
1403,3442abc4,814,25.043253089680555,121.55324256633908
1404,8654,1230,32.630058313008114,-98.95298794878036
1405,53a0234,198,53.57113972727272,-113.46406921717174
1406,4778c,1754,45.88361962998853,11.52865129589509
1407,487604c6c,389,51.500845804627225,-0.12189168637532123
1408,6b12ab,1171,-33.79521039282672,151.28349694107567
1409,48044,930,46.456910218279546,-1.6189287978494662
1410,88c2fc,521,27.841830942418422,-82.80153257773516
1411,88df,1833,27.75425678505177,-80.4573265308238
1412,6bb,365,-28.87169910410958,149.82721084383564
1413,808f7e44,1059,37.749141599622234,-122.41855387629836
1414,132f606c,126,41.89719979365079,12.45679272222222
1415,48765c,582,51.76907722508602,-0.6488912457044664
1416,8841b3,1164,39.12941674742258,-84.50164206271499
1417,8f61,551,15.821791871143406,-89.16492582577115
1418,47b6c,1158,53.41997289291874,8.297319412780638
1419,6ad65d3,881,-37.803215859250884,144.9552417729854
1420,185c,1585,-6.486505165930606,39.21593005552046
1421,486b1,1128,50.391377720744615,-5.090480717198575
1422,46415,641,59.607235527301185,10.66734648829954
1423,487604c3,509,51.49734101571711,-0.12608093713163054
1424,808574,595,38.03578688403363,-122.27117281848736
1425,88dd7e4,841,28.392210285374514,-81.57407703923909
1426,47e66e0c,669,48.8705323437967,2.3633837040358774
1427,13354,1654,43.53549032648125,16.30004622793228
1428,6ad6c,767,-37.712826936114766,144.54671735462807
1429,89c6c65,1466,39.95224361255102,-75.18843430422922
1430,7953c,1778,19.658613969628806,-155.40304383070836
1431,8832c,344,41.973541273255925,-79.9630292296514
1432,47e671b,809,48.82879749320152,2.331072061804693
1433,1835,811,-3.2839007496917403,35.62119811590633
1434,12a498c,1418,41.370526703808125,2.1281258787023996
1435,6c4,679,-24.43362762886599,166.0363021030929
1436,394c,117,25.793617059829046,68.77557938461536
1437,151d1,787,32.445158609911076,34.93971275349431
1438,8834f23,1290,40.44467325968999,-79.94876569767422
1439,6e4,1119,-17.738000155495993,177.43390060679192
1440,60010f,660,34.96857703333331,135.77892074848486
1441,3eb,557,24.878354477558425,66.8991436337524
1442,1325b,221,41.46404479638012,12.636594212669685
1443,47953,681,49.35211034801762,6.122643232011762
1444,47ff,1228,45.52894883224763,0.6245966840390885
1445,486c7,412,50.80182780097089,-4.513227662621361
1446,80c2bab,1120,33.985105022321406,-118.4714007107142
1447,601c4,575,35.99341797739128,138.38148980695647
1448,47907,1147,47.551893215344386,8.478733010462072
1449,47c79,648,52.02526983333335,6.272969305555563
1450,88d9b7,1919,25.76372033246479,-80.21856973944757
1451,12a4a2c4,1864,41.40350138090136,2.1728141931330445
1452,48879,372,55.61584083333332,-2.899487266129034
1453,89c25974,702,40.7279042250713,-73.9797752535613
1454,60188e4,209,35.74761690909091,139.79807762200946
1455,0d2ed,221,42.91215709954753,-9.075445502262445
1456,47c0e4,128,50.8359035859375,5.507064234374999
1457,463cf9,457,60.36098924945296,5.351879676148799
1458,967c,1837,-33.35687052531302,-69.36369037397934
1459,548f5,645,48.784113886821686,-123.52853156744172
1460,0d71fc9,725,37.170924721379215,-3.605775499310339
1461,4656c,1009,56.19315889197205,14.93643764222003
1462,47acc,891,54.36569492704829,12.511136231200895
1463,130e4c,572,35.973640069930056,14.365946673076937
1464,87529,829,40.59320732328112,-111.9401543281062
1465,80dcb,1324,33.961248861027244,-117.32531169033214
1466,486df,1024,51.13063739453128,-3.29004917480468
1467,53716ec,95,51.08764762105265,-114.19642702105266
1468,0d55c,148,43.92564792567566,-0.4646993108108109
1469,808f7e1c,1862,37.76370419065524,-122.43098012835642
1470,47c3f6c,1722,51.216502934959436,4.400041484320543
1471,48773,1251,52.22587752278176,-1.4290292214228602
1472,47c609ed,223,52.35840550224219,4.890595448430492
1473,80857e4,1162,37.83436767211703,-122.28543838898466
1474,47c3c4b,585,50.838108022222194,4.391788864957262
1475,132d4,1265,43.75477968300393,13.173970514624523
1476,487af,1147,53.21792040714908,-2.63715093548387
1477,8c7,465,15.129237161290325,-61.13627842150544
1478,89b7f4,1165,38.97650069613726,-76.51757541888423
1479,3397c84,746,14.579505509383376,121.05615397989298
1480,87184,1783,35.77583457150864,-106.04828215199062
1481,8f75,1512,11.45002511772488,-85.76276489087302
1482,6018f5,1194,35.60875874958125,139.66028389949744
1483,47c609c3,556,52.37015168884893,4.88550294064748
1484,0d30c,723,42.580773286307185,-6.803400013831254
1485,865ac,340,30.84727369411765,-98.19416805588236
1486,80dd33,572,33.833297423077,-118.14491194230766
1487,80c2c7d,965,34.03981520310884,-118.26571156062127
1488,132f614,1568,41.915263794005206,12.498498137755085
1489,89c9d,1122,39.43805568983947,-77.40683079857381
1490,477eb1c3,321,45.44232464797506,12.33042601557631
1491,89d4cb7,295,43.663557311864395,-79.34885324406778
1492,89c2444,1610,40.57544351614909,-73.97560080807474
1493,0c41cc,1781,28.489431782144827,-16.267501777091518
1494,478f1,730,46.41793881643835,7.68032822602739
1495,80858074,539,37.78757931168828,-122.38801126901643
1496,88e71,502,28.900574019920352,-81.29388117729086
1497,47c49,1316,51.48304251063839,3.6350414293313063
1498,47c6099,1990,52.35811589698505,4.903824841708532
1499,80c2c63,772,34.04210531217621,-118.23955190025899
1500,4747,666,47.20915173873868,21.584016978978998
1501,94ce7,368,-23.609686236413054,-46.45334414130434
1502,1499cd,1163,36.42988318056751,25.424419619948377
1503,0da3,255,32.02213060392157,-5.6733794392156875
1504,0d367d,1542,43.54219121854734,-5.668070127107652
1505,6d2f,858,-42.93794242074601,171.4551207890437
1506,476da9,1631,48.17799678847343,16.333982332924588
1507,601884,701,35.73914121255352,139.90995439657627
1508,486ef,801,51.728389227215985,-4.112120958801506
1509,12a4a28c,764,41.38670059424083,2.161647366492146
1510,52b332d,677,44.96498636041363,-93.28761123190546
1511,346e3,514,22.583808291828753,120.68583190856043
1512,47f2c,1163,47.13677733619944,4.975391190885634
1513,8620a54,324,29.946830564814835,-90.12689062345675
1514,8853c,1491,36.06807240442645,-80.30377779275662
1515,31da1bc,819,1.266982328449328,103.81214979853476
1516,89b7b824,629,38.89691296184419,-77.00610011764729
1517,601d4,674,36.243388504451,137.82569725816012
1518,60188ef,133,35.72896623308274,139.8021829849624
1519,4745,955,46.10203809528804,20.681352219895324
1520,88cd74,1129,23.132406444641347,-82.40116974224944
1521,487c9,1697,54.229432073659495,-2.8386847030053017
1522,1eb,1440,-24.63261868263892,27.099141720138824
1523,8085809b,1058,37.779632298676766,-122.41636606899806
1524,47e66fb,584,48.884752017123226,2.3152749520547986
1525,9523,344,-29.18797899709299,-49.66504638081402
1526,89d4dc,888,43.81569034234242,-79.16514836599121
1527,5f7,1490,43.1814409120806,142.93473221610702
1528,47da4,1984,52.393946252016306,1.6639755393145157
1529,4655,1376,55.633744724564096,14.32886925145348
1530,47084,771,51.56850465369654,14.170143525291838
1531,0d604b,233,39.355670553648075,-0.3264444163090126
1532,130e44,1031,35.90765767701257,14.509035668283238
1533,465f9c4,135,59.40127220000003,18.023820148148143
1534,8749,1496,38.63701697660421,-109.85292947994668
1535,80c2c1,1823,34.12943648491502,-118.2680822419091
1536,8c3c,554,12.272547456678703,-61.60383568592054
1537,6bd4,890,-19.395227001123583,146.82377489662946
1538,87b23,234,35.501873367521355,-97.36370815384626
1539,47895c,176,45.800041721590894,6.729845045454544
1540,47d8af,460,51.47397155652178,0.14452007173913042
1541,8099f,320,38.67560909062503,-120.01500484999994
1542,47c66f5c,822,52.089002712895294,5.117216476885648
1543,8819f,775,42.73704544258063,-86.15088018967731
1544,47bd09,1338,50.12277956576991,8.644673591928248
1545,4871811,1846,51.381693397616495,-2.359419280065009
1546,4887c799,951,55.9484246508938,-3.2010925194532005
1547,47a857,1283,52.51836962509738,13.246530356196404
1548,48799c,692,53.28885679624274,-1.3405877919075144
1549,aa74,1030,-41.8105065213592,147.6453699466017
1550,876c794,1105,39.7510483782805,-104.96484774389111
1551,47e66e27c,108,48.857678194444446,2.3348411759259267
1552,880653c,227,43.08959273127751,-89.34119682378858
1553,872b124,1538,33.45391339076726,-112.07222310663194
1554,3404014,1266,22.29965612243281,114.21193235544999
1555,54950a14,847,45.5120182101534,-122.68040763872467
1556,8e3e4,136,4.097182433823528,-73.65148797794114
1557,34040c,1047,22.456888649474738,114.215488086915
1558,5f89,956,38.602432861924754,141.24283547071144
1559,6ab7,884,-35.19703795248878,138.93382077149334
1560,145847,497,30.012690020120672,31.2197318832998
1561,465255,788,55.63403585913704,12.560767095177686
1562,935a3a4,417,-15.771056980815326,-47.8984648417266
1563,4ccd,1816,44.873649942731255,-75.58604229570486
1564,48766c,1344,51.596360830357106,-0.46416315922618995
1565,489c,1910,59.50969709214665,-2.2883299717277477
1566,0d493,945,43.33022957883604,-3.9319442105820217
1567,470b93,555,50.06365580540539,14.478540657657675
1568,3ae24,1328,6.831493383283132,79.89640810391576
1569,4875fc,593,51.289580266441845,-0.11498054131534585
1570,4715c,1072,49.27751576399259,19.8640690074627
1571,80dc03,712,32.84359984129219,-117.27598267696625
1572,4876034f,1547,51.50651518422753,-0.07846877634130583
1573,80841,698,38.62299833524352,-122.90472990830952
1574,882b35c,1100,43.64027322999996,-79.44620797545447
1575,4876054c,857,51.507859201867,-0.17097577012835452
1576,1347c,1403,41.03544671846058,16.94386996721312
1577,8934,401,23.81854443640891,-75.68949535660836
1578,89c801,120,39.252547499999984,-76.5190286916667
1579,0d19337,1845,38.7245519734417,-9.15336254688355
1580,12a9c,337,43.427439178041475,0.3144385727002965
1581,808580d,1533,37.796473621656844,-122.43330696934107
1582,89d9,1998,43.227346485985926,-75.82606565915891
1583,464ff31,237,57.68420911392405,11.958852645569614
1584,48769c,1289,51.44548302560137,-0.9988994484096202
1585,132a3c,737,43.46872404206236,11.053996468113962
1586,4876035c,455,51.502002672527446,-0.08800850769230774
1587,89c6c7c,1990,39.96953728542711,-75.17961895678397
1588,8797,1544,40.710016436528434,-96.74162287240942
1589,0d413,1185,40.95111789535871,-4.1292985409282785
1590,8830d,875,41.14446566742856,-81.60251533371415
1591,89b1114,1822,37.54175819429192,-77.4450921169045
1592,47b4c,1194,54.798723012562796,8.540518876046903
1593,882b34cf,449,43.65160315812923,-79.38839287082396
1594,47a851c64,823,52.5148808286756,13.378393602673206
1595,88f5047c,1821,33.76190384349267,-84.39062269302549
1596,89b61,924,39.23165795779219,-77.71792067207782
1597,4cb29d,1555,43.65771787845658,-70.24777218585214
1598,47c5cc,977,52.00409212589567,4.487715445240547
1599,46920a5,513,60.1613051150097,24.9050244035088
1600,80dd24,1378,33.67914362481854,-117.99769018359956
1601,487983,1615,53.371368880495346,-1.4772972222910203
1602,85b,577,15.846689077989591,-96.5769323136914
1603,1353,355,42.395313957746524,20.36312341971833
1604,94cf4,973,-23.30069119116139,-47.02864603391553
1605,477f3,777,45.51663372072078,11.552062752895779
1606,880fcf,477,42.00933775890991,-87.73097108595395
1607,537d,1117,49.862219060877386,-118.8384826365264
1608,a829,494,-45.51236290080971,170.78181263157913
1609,880e2cad,564,41.89230574645398,-87.62543063475171
1610,2e3,468,-2.081860645299145,102.55418326068374
1611,5495a0ac,827,45.52679338573152,-122.66540763724329
1612,89c25bb,1950,40.68290378666687,-73.97335763897455
1613,88f504c,861,33.778709845528525,-84.40483037514522
1614,39ed,92,25.920831619565217,85.40684629347828
1615,35b34,456,30.9568313245614,120.67734954605241
1616,880e2bc,417,41.84890396642682,-87.61312557553961
1617,12af4,1075,42.704981061395344,1.5587488344186091
1618,89c6c84,1004,39.9690518804781,-75.13818359561733
1619,6b15,756,-35.28371668915339,150.49917006481476
1620,12d5914,450,43.720848237777716,10.391203286666661
1621,89c2504,172,40.67123053488369,-74.04921233139531
1622,47c3715,1681,51.05119940214152,3.725265517549092
1623,8819d,71,42.56736042253523,-85.74370946478876
1624,4781d,647,45.24023585780524,10.767051621329232
1625,808f75,232,37.48910901293105,-122.41117415086208
1626,88344,797,40.5382837478042,-80.28676857841923
1627,390ce4,1695,28.58573419174045,77.23947252153418
1628,80c8c424,307,36.11661789902273,-115.18337793485347
1629,94ce585,1861,-23.54257003331548,-46.639898424503
1630,87bf,1815,38.994588309642026,-95.36521695592252
1631,1503c,189,30.93287389417991,35.474405677248676
1632,174,1922,1.7676801805411018,31.711716234651423
1633,8644c9,192,30.336850395833313,-97.67428154687492
1634,85c3,513,18.986005949317743,-95.93827312865496
